City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Temperature (Celsius),humidity,Wind_Speed,Pressure,AQI_Bucket
Coimbatore,18-10-2019,23.09,26.71,9.43,15.74,25.17,5.65,1.91,10.41,26.69,0,0,,101,10.7203458,38.96464999,10.6698467,1019.485582,Moderate
Coimbatore,19-10-2019,24.05,27.29,9.42,18.1,27.51,5.24,2,10.9,29.78,0,0,,99,12.79748685,16.99463981,21.93243778,1024.806951,Satisfactory
Coimbatore,20-10-2019,15.22,19.27,7.73,11.09,18.82,5.68,1.85,11.23,34.36,0,0,,,39.30971091,28.30091731,22.61375523,1022.097109,
Coimbatore,21-10-2019,26.5,30.81,7.05,10.77,17.82,5.63,1.8,10.2,31.48,0,0,,93,-6.252835447,22.04338596,6.234491337,1005.52111,Satisfactory
Coimbatore,22-10-2019,20.96,23.61,11.79,10.32,22.11,9.45,1.74,9.78,20,0,0,,90,15.19226965,39.08617787,29.08521008,1006.80716,Satisfactory
Coimbatore,23-10-2019,13.91,21.06,7.58,9.24,16.78,6.74,1.7,9.48,21.79,0,0,,88,35.62846907,20.13288569,23.71673168,997.9262837,Satisfactory
Coimbatore,24-10-2019,17.97,19.39,7.24,5.85,12.71,7.76,1.73,10.61,25.7,0,0,,92,-8.779671121,8.321012691,15.08778626,1023.153079,Satisfactory
Coimbatore,25-10-2019,26.81,34.61,7.44,6.07,12.53,8.07,1.7,11.78,26.31,0,0,,91,32.44323493,99.29613434,9.071569115,996.1249798,Satisfactory
Coimbatore,26-10-2019,9.46,12.44,6.4,5.43,11.51,7.36,1.61,10.17,22.77,0,0,,85,-6.48956329,50.09949742,11.71457985,1012.831305,Satisfactory
Coimbatore,27-10-2019,17.27,19.03,9.82,14.64,24.46,6.46,1.75,10.14,18.75,0,0,,88,14.34759509,38.82368988,15.29305866,1023.04486,Satisfactory
Coimbatore,28-10-2019,25.98,27.64,11.07,15,26.06,7.26,1.88,10.53,24.85,0,0,,,22.52105037,81.77640152,22.0483092,1007.176983,
Coimbatore,29-10-2019,18.79,22.86,10.27,13.75,23.83,6.82,1.9,10.06,21.08,0,0,,100,27.30886355,75.91768804,7.475467035,1029.906309,Satisfactory
Coimbatore,30-10-2019,7.62,15.8,8.84,13.31,22.15,6.39,1.9,10.73,24.09,0,0,,99,-19.32845546,86.1405798,20.71296666,1002.910099,Satisfactory
Coimbatore,31-10-2019,11.63,19.73,8.69,10.5,18.62,7.39,1.28,10.27,26.59,0,0,,92,18.95693387,90.00982396,8.105657596,1014.403386,Satisfactory
Coimbatore,01-11-2019,21.96,32.03,11.49,19.43,30.92,6.06,0.61,11.11,23.59,0,0,,48,39.87863287,5.38383308,10.40672864,1001.826578,Good
Coimbatore,02-11-2019,41.93,48.23,12.98,26.71,39.69,4.94,0.91,11.89,26.22,0,0,,67,-12.03372747,26.3067662,4.666103369,1018.731609,Satisfactory
Coimbatore,03-11-2019,23.94,26.71,8.77,18.38,27.14,4.67,0.8,10.78,32.72,0,0,,88,14.19554466,69.83276198,25.85062075,1013.073689,Satisfactory
Coimbatore,04-11-2019,31.97,45.71,9.78,26.66,36.14,4.37,0.88,12,39.01,0,0,,102,23.22461592,51.31762999,21.15994613,1009.984766,Moderate
Coimbatore,05-11-2019,48.43,62.59,10.02,31.98,41.99,2.93,0.73,11.04,44.09,0,0,,93,-14.15543827,49.85570798,5.004557972,1014.559743,Satisfactory
Coimbatore,06-11-2019,44.09,56.54,11.03,21.36,31.42,3.88,0.27,9.79,41.21,0,0,,85,-19.48644163,3.667283158,15.29624656,1017.773863,Satisfactory
Coimbatore,07-11-2019,42.52,55.08,10.01,22.85,32.86,3.56,0.3,10.34,38.86,0,0,,72,9.287845258,31.52947504,20.78357292,1014.939206,Satisfactory
Coimbatore,08-11-2019,29.68,44.27,8.53,20.4,28.93,3.57,0.31,10.35,44.38,0,0,,66,37.80639376,17.01107739,25.53642057,1010.089372,Satisfactory
Coimbatore,09-11-2019,33.6,39.11,9.49,17.88,27.37,3.8,0.33,9.84,46.4,0,0,,70,4.361457195,21.60509775,17.77500434,1000.980967,Satisfactory
Coimbatore,10-11-2019,23.15,25.42,8.75,14.92,23.68,4.07,0.28,9.79,44.49,0,0,,69,11.38832538,40.99206003,1.398389385,1000.938854,Satisfactory
Coimbatore,11-11-2019,37.65,50.65,11.44,29.58,41.05,3.36,0.53,10.52,37.11,0,0,,83,37.28449029,50.21685686,27.53659766,1016.246203,Satisfactory
Coimbatore,12-11-2019,52.48,61.45,12.21,31.26,43.46,3.19,0.58,12.9,47.02,0,0,,74,18.74818833,96.59395089,0.205458743,1009.633206,Satisfactory
Coimbatore,13-11-2019,37.83,47.3,10.56,26.77,37.34,3.39,0.45,14.87,44.47,0,0,,84,-13.45134071,87.26405912,13.06463434,1012.976185,Satisfactory
Coimbatore,14-11-2019,43.18,49.36,11.09,28.47,39.56,3.44,0.47,12.56,37.82,0,0,,67,4.738039657,60.34591705,0.046663824,999.8293521,Satisfactory
Coimbatore,15-11-2019,36.48,43.78,11.36,23.84,35.21,4.77,0.42,12.44,31.05,0,0,,70,6.429932281,70.53315207,24.09994669,1002.45178,Satisfactory
Coimbatore,16-11-2019,37.91,42.54,9.71,23.99,33.7,4.47,0.43,12.93,33.48,0,0,,67,28.30561204,2.841243497,4.934326497,1017.316589,Satisfactory
Coimbatore,17-11-2019,30.69,32.7,7.56,16.58,24.14,5.06,0.45,12.08,44,0,0,,69,20.98306184,40.3972092,3.655285748,1003.150756,Satisfactory
Coimbatore,18-11-2019,26.19,32.17,9.6,23.71,33.32,2.87,0.56,11.94,39.94,0,0,,,12.35046645,25.03245675,9.720534348,1018.156412,
Coimbatore,19-11-2019,28.62,39.01,15.43,31.32,41.45,7.53,0.52,12.8,20.34,0,0,,54,-2.591151097,93.58893643,15.3764129,1005.055873,Satisfactory
Coimbatore,20-11-2019,40.62,55.44,14.86,31.43,46.29,4.69,0.64,15.93,24.99,0,0,,68,-13.10118141,51.10226315,0.276746984,1003.34519,Satisfactory
Coimbatore,21-11-2019,27.97,33.76,13.84,22.97,34.21,5.37,0.65,15.2,24.34,0,0,,61,11.45475767,13.63886016,19.54162722,1018.880942,Satisfactory
Coimbatore,22-11-2019,40.82,60.26,11.08,28.22,39.31,3.79,1.01,13.21,29.18,0,0,,68,10.00311864,87.80702879,9.799038904,1009.223831,Satisfactory
Coimbatore,23-11-2019,37.61,47.12,11.4,30.24,41.64,3.3,0.86,14.02,32.71,0,0,,68,11.76295201,10.72512694,11.04526604,1034.779855,Satisfactory
Coimbatore,24-11-2019,40.82,47.48,8.24,25.42,33.66,3.13,0.72,11.67,39.49,0,0,,73,15.44219311,58.49141115,13.11948601,1023.467061,Satisfactory
Coimbatore,25-11-2019,45.61,59.47,7.96,25.28,33.24,3.56,0.73,13.1,45.32,0,0,,71,1.101265619,66.06316066,0.433358947,1010.568462,Satisfactory
Coimbatore,26-11-2019,44.08,56.18,10.09,29.24,39.33,3.39,0.78,13.34,34.43,0,0,,78,-16.44396109,77.77082112,18.23837437,1020.902512,Satisfactory
Coimbatore,27-11-2019,35.34,45.8,8.78,23.67,32.45,3.29,0.72,12.21,35.72,0,0,,66,11.79640012,57.94010152,26.53196461,1007.302322,Satisfactory
Coimbatore,28-11-2019,37.45,56.98,12.63,27.06,39.68,4.64,0.76,12.43,23.12,0,0,,59,-6.313964627,6.383529924,11.7555945,992.3087513,Satisfactory
Coimbatore,29-11-2019,28.59,39.6,11.67,24.31,35.99,5.2,0.74,13.05,21.37,0.01,0.05,,67,19.62264092,97.86956824,24.24850163,995.627411,Satisfactory
Coimbatore,30-11-2019,24.58,28.98,14.52,27.19,41.71,5.92,0.69,13.02,15.06,0.01,0.09,,57,-8.387710777,39.62941038,8.369810231,1001.101129,Satisfactory
Coimbatore,01-12-2019,14.62,25.64,8.12,13.32,21.45,6.32,0.5,11.06,20.39,0.02,0.04,,45,19.63568274,99.42060602,5.921315279,1022.772917,Good
Coimbatore,02-12-2019,16.63,25.53,9.69,16.82,26.51,6.4,0.55,11.74,18.88,0.01,0.01,,37,24.62700892,14.27696714,19.56723028,1006.29736,Good
Coimbatore,03-12-2019,21.13,34.41,11.93,25.12,37.04,5.15,0.72,11.67,19.13,0.01,0.01,,48,-13.07385006,29.5401413,17.24452442,999.2938127,Good
Coimbatore,04-12-2019,36.7,57.77,9.72,23.8,33.51,4,0.64,12.83,31.07,0.01,0.01,,61,-14.37070031,81.77596854,0.22782787,1014.960157,Satisfactory
Coimbatore,05-12-2019,50.37,69.92,9.67,32.17,41.84,2.81,0.64,12.84,44.62,0.01,0,,70,39.24556069,8.823855359,0.84326593,997.5702137,Satisfactory
Coimbatore,06-12-2019,63.1,73.83,9.19,29.72,38.91,1.72,0.64,12.75,45.09,0.01,0.02,,108,37.36814102,61.04859987,22.46057611,1020.927474,Moderate
Coimbatore,07-12-2019,47.21,53.76,8.18,28.01,36.2,2.56,0.64,11.9,50.73,0.01,0.01,,91,39.92869715,45.29088502,22.06923619,1003.237815,Satisfactory
Coimbatore,08-12-2019,22.85,26.88,6.91,16.03,22.94,4.26,0.55,10.93,38.65,0.02,0.02,,65,15.85067294,55.26407507,1.466645141,1010.203805,Satisfactory
Coimbatore,09-12-2019,30.38,40.05,9.54,27.02,36.55,3.59,0.63,12.43,38.32,0.02,0.01,,63,39.49315239,78.64838748,29.99463499,1002.203612,Satisfactory
Coimbatore,10-12-2019,33.68,55.88,9.33,28.68,38,2.96,0.58,13.49,39.94,0.01,0.01,,69,2.691569557,0.332853189,22.68253382,1011.581717,Satisfactory
Coimbatore,11-12-2019,36.58,56.89,20.65,22.38,23.2,4.85,0.75,12.16,38.75,0.01,0,,73,25.86523114,20.86190407,5.1466023,999.617991,Satisfactory
Coimbatore,12-12-2019,36.78,46.35,37.56,0.09,0.05,,0.76,1.92,46.97,0.01,0,,80,-17.80820808,82.63185892,0.888479816,1019.610956,Satisfactory
Coimbatore,13-12-2019,30.23,41.54,45.71,,0,,0.78,2.72,38.29,0.01,0,,66,20.18712502,96.99376334,12.59562264,1012.899029,Satisfactory
Coimbatore,14-12-2019,23.77,26,55.71,,0,,0.87,1.05,19.71,0.02,0,,60,31.05343826,49.70177789,23.93895194,1011.049328,Satisfactory
Coimbatore,15-12-2019,20.89,24.61,59.29,,0,,0.73,0.48,30.83,0.02,0,,64,0.639345798,44.12060518,0.925207713,1016.048518,Satisfactory
Coimbatore,16-12-2019,33.1,44.79,60.04,,0,,0.88,1.66,32.28,0.02,0,,58,21.00008683,53.43181116,15.42333144,996.5092895,Satisfactory
Coimbatore,17-12-2019,41.65,48.33,74.01,,0,,0.98,1.84,21.65,0.01,0,,68,29.07098212,15.01741392,27.05890222,1027.025973,Satisfactory
Coimbatore,18-12-2019,54.83,64.85,87.9,,0,,1.19,1.72,23.44,0.01,0,,77,21.46445109,35.8697955,3.206080398,1005.117124,Satisfactory
Coimbatore,19-12-2019,40.64,47.08,70.12,67.46,20.18,8.48,1.22,2.22,17.93,0.02,0.01,,66,35.08532629,91.22995176,23.55899748,1019.940188,Satisfactory
Coimbatore,20-12-2019,47.34,57.42,2.1,61.67,56.78,3.95,1.25,0.98,27.54,0.01,0,,78,-16.52020804,76.60024794,6.343254743,1016.244227,Satisfactory
Coimbatore,21-12-2019,61.83,64.64,1.82,28.01,29.82,0.86,1.1,1.8,33.82,0.01,0,,86,1.300788788,65.01156307,16.54072725,1015.264011,Satisfactory
Coimbatore,22-12-2019,48.62,49.33,1.93,43.86,45.81,,0.94,2.71,42.09,0.01,0,,,21.11459731,2.330647835,18.63322047,1012.229564,
Coimbatore,23-12-2019,52.93,61.52,1.83,41.45,43.02,2.22,0.93,1.65,45.61,0.01,0,,82,30.25335919,77.33282241,13.44619943,1004.518866,Satisfactory
Coimbatore,24-12-2019,45.62,51.92,1.8,43.21,45.02,,0.9,2.5,44.86,0.02,0,,84,24.90762946,4.696739211,21.71392859,1004.577247,Satisfactory
Coimbatore,25-12-2019,25.47,29.67,1.85,38.57,40.44,1.03,0.95,0.69,26.17,0.02,0,,68,33.10632607,78.16165929,7.516284733,1017.957801,Satisfactory
Coimbatore,26-12-2019,44.69,55.01,1.32,32.72,34.07,3.12,0.69,1.7,28.94,0.01,0,,60,-8.450743376,35.01213357,0.875133115,1007.175005,Satisfactory
Coimbatore,27-12-2019,50.32,59.46,0.77,17.86,18.6,3.92,0.31,2.34,37.31,0.02,0,,88,24.31391827,51.60165295,12.53861263,1011.05775,Satisfactory
Coimbatore,28-12-2019,29.87,37.2,0.68,16.25,15.8,7.94,0.05,2.57,44.05,0.01,0,,74,38.66134921,41.12875043,7.436324712,1001.421709,Satisfactory
Coimbatore,29-12-2019,37.97,41.65,0.68,17.98,18.78,5.76,0.08,2.02,47.98,0,0,,65,23.03690416,0.581068673,9.704486956,1016.442275,Satisfactory
Coimbatore,30-12-2019,46.3,59.72,0.65,22.7,23.62,7.98,0.21,3.05,46.41,0.01,0,,87,9.746852013,69.72559779,11.26567539,1018.718005,Satisfactory
Coimbatore,31-12-2019,45.86,55.02,0.72,25.69,24.4,7.2,0.25,1.23,41.59,0.02,0,,80,28.85461431,69.38363956,20.61904975,1022.783509,Satisfactory
Coimbatore,01-01-2020,35.43,43.42,0.68,10.99,10.73,6.48,0.24,1.7,32.52,0.01,0,,69,14.41568303,61.12198084,6.444995777,1037.201205,Satisfactory
Coimbatore,02-01-2020,35.5,47.63,0.75,11.44,12.45,7.36,0.23,1.35,22.6,0.01,0,,59,-16.53103315,91.35675755,28.5092198,1015.881709,Satisfactory
Coimbatore,03-01-2020,30.71,43.01,1.03,57.52,59.02,10.82,0.3,6.8,18.95,0.01,0,,55,30.25036433,13.66692025,27.17794463,1019.749879,Satisfactory
Coimbatore,04-01-2020,35.75,46.27,1.53,54.12,55.69,1.1,0.35,5.44,25.08,0.02,0,,60,6.288194988,55.58665851,25.72741387,1018.421762,Satisfactory
Coimbatore,05-01-2020,37.35,42.38,1.11,32.55,33.68,3.32,0.27,5.87,25.41,0.01,0,,67,18.31383759,72.57475852,11.31685235,1021.830083,Satisfactory
Coimbatore,06-01-2020,33.6,45.27,0.68,2.76,3.8,8.31,0.2,8.38,31.52,0.01,0,,58,-9.146082969,53.23145954,10.5152296,988.213394,Satisfactory
Coimbatore,07-01-2020,26.73,38.02,47.78,5.88,0.89,13.99,0.15,8,31.11,0.01,0,,55,22.80086139,49.45413011,7.83632899,1006.217634,Satisfactory
Coimbatore,08-01-2020,34.26,58.5,56.71,13.85,0.38,16.79,0.17,7.74,38.13,0.01,0,,60,37.32443604,25.19185274,15.73063609,1020.467648,Satisfactory
Coimbatore,09-01-2020,45.82,57.87,11.78,,0,,0.3,9.01,46.19,0.01,0,,77,38.71569755,67.35308121,7.181660345,1029.620788,Satisfactory
Coimbatore,10-01-2020,44.68,59.03,5.22,58.36,30.51,,0.24,8.8,47.16,0.01,0,,84,-19.78138019,17.12988055,15.42859365,995.7893503,Satisfactory
Coimbatore,11-01-2020,36.16,48.06,0.19,52.78,52.98,,0.22,8.22,39.7,0.01,0,,72,38.58746294,55.07218886,22.2758935,995.1607107,Satisfactory
Coimbatore,12-01-2020,46.28,54.42,0.24,56.59,56.83,,0.28,7.02,41.11,0.01,0,,79,0.966374414,89.62433111,4.040614279,1002.112445,Satisfactory
Coimbatore,13-01-2020,56.33,62.29,0.35,76.87,77.21,,0.28,6.82,45.14,0.02,0,,84,-17.49866358,69.06715114,23.30419437,1002.952903,Satisfactory
Coimbatore,14-01-2020,56.49,59.76,0.27,67.22,67.49,,0.25,7.84,55.24,0.02,0,,100,-18.26018415,8.642431556,8.526720773,1022.113252,Satisfactory
Coimbatore,15-01-2020,45.78,47.38,0.2,60.29,60.49,,0.16,7.98,64.71,0.01,0,,90,-3.757065447,64.00804193,24.20402273,1010.04635,Satisfactory
Coimbatore,16-01-2020,32.48,35.77,0.21,61.69,61.91,,0.1,7.79,54.34,0.01,0,,83,-9.04032445,60.31245181,16.20587451,1009.941384,Satisfactory
Coimbatore,17-01-2020,31.88,36.05,0.29,67.32,67.64,,0.16,6.72,43.32,0.01,0,,83,22.72107134,2.051505765,29.10536467,1030.134079,Satisfactory
Coimbatore,18-01-2020,30.91,37.46,0.24,58.28,58.54,,0.16,8.74,31.39,0,0,,83,-6.152690427,63.07349141,5.569600881,1015.104163,Satisfactory
Coimbatore,19-01-2020,21.93,24,0.25,58.35,58.59,,0.11,6.41,33.78,0,0,,70,-11.59667546,91.44924507,28.98578124,1004.387412,Satisfactory
Coimbatore,20-01-2020,24.39,32.93,0.67,45.88,46.56,6.23,0.17,10.93,42.57,0,0,,78,-4.679827335,41.64303446,11.67120865,1003.778578,Satisfactory
Coimbatore,21-01-2020,31.25,44.99,0.86,16.24,17.14,9.22,0.16,9.15,56.58,0,0,,75,22.13129084,44.65584526,21.60086133,999.1218128,Satisfactory
Coimbatore,22-01-2020,35.25,46.52,0.84,16.01,16.97,9.23,0.23,9.87,43.74,0.01,0,,74,-16.08283445,92.61437617,21.4532575,1002.00697,Satisfactory
Coimbatore,23-01-2020,42.81,50.62,0.86,17.48,18.45,4.73,0.3,10.25,25.75,0,0,,61,-0.86764436,66.63876402,6.655756608,1026.456704,Satisfactory
Coimbatore,24-01-2020,55.44,66.16,1.48,23.03,24.02,6.72,0.44,9.05,33.75,0.02,0.01,,,6.860914576,11.11772216,1.769036634,1012.72173,
Coimbatore,25-01-2020,26.3,48.92,1.05,30.95,32.02,,0.53,12.5,49.37,0.02,0,,98,11.54225246,26.88427863,28.41691758,1003.575781,Satisfactory
Coimbatore,26-01-2020,26.64,50.08,1.18,35.97,37.15,,0.4,11.11,54.09,0.01,0,,89,1.503821703,93.90710224,26.02255404,995.7877113,Satisfactory
Coimbatore,27-01-2020,31.1,60.39,1.48,46.36,47.84,,0.45,10.25,52.9,0.01,0,,83,0.847818793,9.20800874,1.954790864,1013.27544,Satisfactory
Coimbatore,28-01-2020,58.52,106,1.62,51.57,53.2,,0.35,7.71,57.03,0.01,0,,87,-17.84729337,74.83455727,26.41297079,1038.478245,Satisfactory
Coimbatore,29-01-2020,45.36,59.48,1.43,41.31,42.75,9.75,0.15,7.19,45.04,0.01,0,,101,-13.28377021,73.35184208,29.03061842,1010.328422,Moderate
Coimbatore,30-01-2020,46.67,62.62,1.06,32.5,33.56,,0.28,9.08,34.4,0.01,0,,81,-13.98673371,44.63973409,11.88977092,1003.19793,Satisfactory
Coimbatore,31-01-2020,43.84,56.9,0.48,20.93,21.42,2.29,0.42,9.03,36.77,0.01,0,,78,-3.999333569,38.16633945,8.71605659,1023.374887,Satisfactory
Coimbatore,01-02-2020,36.23,46.99,0.34,14.64,14.59,3.45,0.33,7.93,43.26,0.01,0,,74,-2.11383685,42.45240715,3.969472251,1026.063173,Satisfactory
Coimbatore,02-02-2020,33.16,38.77,0.25,9.66,10.01,3.34,0.28,7.23,49.97,0,0,,70,5.852952512,92.84000591,12.07026285,1006.438346,Satisfactory
Coimbatore,03-02-2020,37.73,50.33,0.52,43.14,43.85,2.77,0.38,11.09,46.42,0,0,,72,0.372745482,90.11472694,13.9893551,1007.706453,Satisfactory
Coimbatore,04-02-2020,37.27,50.48,1.55,62.1,63.67,,0.49,10.37,39.16,0,0,,72,39.42371444,27.79887714,25.79900308,1020.625603,Satisfactory
Coimbatore,05-02-2020,43.04,70.79,2.18,83.07,85.26,,0.32,8.77,44,0,0,,97,27.5381237,13.02165006,26.32518125,1016.415636,Satisfactory
Coimbatore,06-02-2020,42.24,56.3,1.84,66.14,66.74,18.73,0.27,9.6,47.42,0.01,0,,103,34.71840784,2.199525195,23.00136298,1000.694516,Moderate
Coimbatore,07-02-2020,38.17,50.14,0.95,55.45,56.31,20.81,0.2,8.61,51.15,0.01,0,,78,7.373187219,34.14058615,28.27567263,1011.986155,Satisfactory
Coimbatore,08-02-2020,35.23,45.7,0.71,46.19,46.9,,0.17,7.45,52.14,0,0,,82,15.25496364,81.74372483,4.18481578,1011.462605,Satisfactory
Coimbatore,09-02-2020,27.46,34.34,0.55,38.61,39.14,,0.09,6.65,47.2,0,0,,67,19.01811423,54.55275391,5.6422635,1018.819327,Satisfactory
Coimbatore,10-02-2020,36,45.45,0.4,30.57,30.97,,0.19,9.32,50.77,0,0,,64,25.10785194,64.41289941,11.22040927,1020.750691,Satisfactory
Coimbatore,11-02-2020,32.89,48.87,1.02,21.79,21.1,1.59,0.39,11.51,48.39,0,0,,69,28.40801048,24.62418539,12.59196921,1017.329553,Satisfactory
Coimbatore,12-02-2020,35.96,50,0.28,21.83,22.1,0.71,0.6,13.08,43.57,0,0,,65,-3.111486113,65.85393662,8.232983077,1021.483796,Satisfactory
Coimbatore,13-02-2020,46.63,58.56,0.45,32.29,32.74,,0.61,11.42,57.01,0,0,,84,12.72567002,16.33573998,15.16854929,1022.570718,Satisfactory
Coimbatore,14-02-2020,45.39,58.1,0.63,41.53,42.17,,0.78,14.14,56.45,0.01,0,,94,27.53594115,99.85273191,10.67783767,1014.218896,Satisfactory
Coimbatore,15-02-2020,55.39,66.71,0.63,42.62,43.26,,0.8,14.15,76.76,0.01,0,,120,-5.460118594,89.27344722,21.51683867,1009.544386,Moderate
Coimbatore,16-02-2020,44.6,50,0.48,35.34,35.83,,0.68,12.96,72.29,0,0,,119,7.77522624,65.83810143,10.90070862,1019.241234,Moderate
Coimbatore,17-02-2020,35.46,47.76,0.37,29.08,29.43,,0.68,12.34,60.73,0,0,,101,-8.570089002,81.98742503,20.61289508,1018.620431,Moderate
Coimbatore,18-02-2020,40.44,53.49,0.36,27.68,28.04,,0.72,14.2,60.89,0,0,,100,-3.050471508,13.12940671,10.44122414,1021.419043,Satisfactory
Coimbatore,19-02-2020,49.23,64.04,0.38,29.87,30.25,,0.71,14.86,64.62,0,0,,99,2.061098688,81.02210012,2.508123118,1019.369054,Satisfactory
Coimbatore,20-02-2020,47.22,54.3,0.25,17.71,17.98,0.25,0.55,12.09,45.79,0,0.01,,85,20.23982793,91.57967702,28.22736765,1021.13187,Satisfactory
Coimbatore,21-02-2020,26.26,28.47,0.36,23.45,23.68,5.42,1.05,13.76,56.96,0,0,,,17.52135157,47.38286463,12.09079262,1006.055301,
Coimbatore,22-02-2020,33.9,41.24,0.32,28.86,29.19,,0.88,12.52,38.73,0,0,,61,25.52226863,97.85111795,4.467096506,1018.368685,Satisfactory
Coimbatore,23-02-2020,41.89,44.26,0.32,31.26,31.57,,0.92,9.61,57.68,0,0,,74,14.64574152,92.57011706,4.255052652,1004.080114,Satisfactory
Coimbatore,24-02-2020,49.67,63.92,0.32,30.89,31.23,,0.96,11.06,60.08,0,0,,81,33.24636028,33.36996744,27.94596386,996.6228725,Satisfactory
Coimbatore,25-02-2020,43.19,80.52,0.46,37.31,37.76,,1.02,8.85,59.67,0.01,0,,91,27.66677845,49.54895029,18.89628466,1014.296389,Satisfactory
Coimbatore,26-02-2020,40.65,57.11,0.36,29.17,29.51,,0.95,9.13,47.99,0.01,0,,86,30.71888063,69.34374854,4.26096964,1014.937417,Satisfactory
Coimbatore,27-02-2020,39.84,54.32,0.36,31.01,31.37,,0.83,10.79,63.33,0,0,,83,12.83739898,7.600074848,8.037329483,1012.827184,Satisfactory
Coimbatore,28-02-2020,35.97,50,0.23,22.27,22.5,,0.78,8.86,55.96,0,0,,80,29.79307905,86.19219199,19.82744414,1043.356648,Satisfactory
Coimbatore,29-02-2020,42.85,52.95,0.4,30.83,31.24,,0.93,8.87,57.21,0,0,,80,6.06348056,19.84987242,19.48605975,1017.106732,Satisfactory
Coimbatore,01-03-2020,34.54,43.1,0.41,32.06,32.49,,0.8,7.61,57.79,0,0,,79,27.66898875,3.699423949,15.60880016,1016.520542,Satisfactory
Coimbatore,02-03-2020,37.11,50.99,0.5,38.17,38.67,,0.83,8.34,62.12,0,0,,84,23.49575255,57.43840669,29.60699858,1008.100568,Satisfactory
Coimbatore,03-03-2020,45.57,56.23,0.49,37.37,37.85,,0.81,9.23,68.48,0,0,,111,4.689727795,55.34422731,8.287923821,1005.084669,Moderate
Coimbatore,04-03-2020,44.77,56.86,0.59,40.93,41.51,,0.75,8.37,49.42,0,0,,90,21.91361878,14.0939809,27.9356768,1017.165924,Satisfactory
Coimbatore,05-03-2020,45.66,56.92,0.56,38.98,39.43,,0.72,6.62,31.66,0,0,,77,36.35206758,32.30544162,6.500737308,1008.066357,Satisfactory
Coimbatore,06-03-2020,32.42,54.31,0.59,41.26,41.84,,0.58,8.32,47.66,0,0,,,26.03164079,49.21930971,10.67376742,1012.24334,
Coimbatore,07-03-2020,42.56,55.96,0.68,42.92,43.59,,0.55,8.88,33.67,0,0,,66,-16.44186915,34.14116643,3.316769694,1005.74989,Satisfactory
Coimbatore,08-03-2020,30.07,38.68,0.59,41.11,41.7,,0.54,7.58,37.6,0,0,,75,10.66449269,29.61079249,17.04785078,1004.774113,Satisfactory
Coimbatore,09-03-2020,31.77,47.87,0.51,37.25,37.77,,0.66,8.59,40.81,0,0,,69,-14.52079224,24.70801146,14.70632732,1012.494347,Satisfactory
Coimbatore,10-03-2020,28.76,46.77,0.49,36.5,37.01,,0.75,7.95,42.77,0.01,0,,70,22.89231962,5.756936669,14.05499759,1014.282346,Satisfactory
Coimbatore,11-03-2020,32.77,61.23,0.59,39.9,40.48,,0.76,7.56,41.89,0,0,,77,32.56705502,3.935390001,16.23715969,1003.091794,Satisfactory
Coimbatore,12-03-2020,36.04,60.17,0.6,40.44,41.05,,0.8,7.76,39.75,0,0,,79,-14.26602866,69.77313253,11.88881804,1019.100054,Satisfactory
Coimbatore,13-03-2020,36.07,61.08,0.62,39.17,39.78,9.19,0.78,9.38,33.48,0,0,,72,0.238561375,88.89516267,21.03368787,1014.64565,Satisfactory
Coimbatore,14-03-2020,32.11,54.18,0.87,56.73,57.55,,0.69,8.89,40.81,0,0,,74,-11.19995602,25.61823763,20.20977844,1020.798154,Satisfactory
Coimbatore,15-03-2020,37.96,52.08,0.74,53.17,53.91,,0.65,10.87,48.92,0,0,,86,13.76130428,30.09253757,13.21133242,992.4815293,Satisfactory
Coimbatore,16-03-2020,35.78,72.29,0.64,48.19,48.32,9.38,0.73,9.96,36.31,0,0,,79,16.35592553,33.38590674,10.22837402,1019.048077,Satisfactory
Coimbatore,17-03-2020,29.92,46.25,0.36,37.54,37.92,3.27,0.57,8.92,33.96,0,0,,68,27.92360248,91.42756718,16.38408863,1019.773168,Satisfactory
Coimbatore,18-03-2020,29.96,44.05,0.57,45.23,45.8,,0.73,9.27,40.21,0,0,,66,28.68095779,61.12179439,16.80765974,1025.890244,Satisfactory
Coimbatore,19-03-2020,40.64,49.77,1.1,72.38,73.47,,0.88,7.76,33.14,0,0,,98,14.65364689,88.65647117,9.662901103,1031.464774,Satisfactory
Coimbatore,20-03-2020,44.99,60.23,0.86,61.93,62.8,,0.8,6.98,36.49,0,0,,81,18.83957173,29.97819662,25.9062014,1011.705435,Satisfactory
Coimbatore,21-03-2020,36.12,44.99,0.83,58.79,44.67,,0.67,6.81,28.44,0,0,,72,-13.41795031,16.10639523,29.29084197,1004.719295,Satisfactory
Coimbatore,22-03-2020,,,,,,,,,,,,,,29.89103002,17.15588424,23.7802682,1012.75817,
Coimbatore,23-03-2020,,1.96,1.95,33.16,13.59,7.08,0.74,8.86,26.95,0,0,,,4.007897227,77.17862778,2.187096031,1019.597537,
Coimbatore,24-03-2020,25.82,25.23,0.58,52.79,53.35,,0.85,7.74,33.07,0,0,,77,-15.91684279,31.11613582,28.91296897,1011.573009,Satisfactory
Coimbatore,25-03-2020,29.09,28.11,0.61,59.11,59.72,,0.59,7.04,37.5,0,0.03,,72,33.21177953,54.62617079,3.39901586,1013.445692,Satisfactory
